26,1,'Energy Use','Energy Use',10.120095140185496,'2022-08-01 00:00:00'
27,3,'Energy Use','Energy Use',29.92730412930908,'2022-08-01 00:00:00'
28,4,'Energy Use','Energy Use',4.06178886702388,'2022-08-01 00:00:00'
29,6,'Energy Use','Energy Use',12.313254911996676,'2022-08-01 00:00:00'
30,7,'Energy Use','Energy Use',17.099726559336922,'2022-08-01 00:00:00'
31,8,'Energy Use','Energy Use',45.97151843751957,'2022-08-01 00:00:00'
32,10,'Energy Use','Energy Use',43.37288021425282,'2022-08-01 00:00:00'
33,11,'Energy Use','Energy Use',35.38888378871131,'2022-08-01 00:00:00'
34,13,'Energy Use','Energy Use',10.2847193348276,'2022-08-01 00:00:00'
35,14,'Energy Use','Energy Use',3.701982078706058,'2022-08-01 00:00:00'
36,16,'Energy Use','Energy Use',2.353156699063205,'2022-08-01 00:00:00'
37,17,'Energy Use','Energy Use',2.552385730859141,'2022-08-01 00:00:00'
38,19,'Energy Use','Energy Use',1.054257401282276,'2022-08-01 00:00:00'
39,1,'Energy Use','Energy Use',24.943368869985775,'2022-08-01 01:00:00'
40,3,'Energy Use','Energy Use',21.491664248731944,'2022-08-01 01:00:00'
41,4,'Energy Use','Energy Use',11.013534360348038,'2022-08-01 01:00:00'
42,6,'Energy Use','Energy Use',15.533771631463134,'2022-08-01 01:00:00'
43,7,'Energy Use','Energy Use',4.747462756553523,'2022-08-01 01:00:00'
44,8,'Energy Use','Energy Use',24.312765611445652,'2022-08-01 01:00:00'
45,10,'Energy Use','Energy Use',29.418497633267123,'2022-08-01 01:00:00'
46,11,'Energy Use','Energy Use',8.630779402354696,'2022-08-01 01:00:00'
47,13,'Energy Use','Energy Use',5.896639422555405,'2022-08-01 01:00:00'
48,14,'Energy Use','Energy Use',2.5958263082978403,'2022-08-01 01:00:00'
49,16,'Energy Use','Energy Use',1.5405215393368885,'2022-08-01 01:00:00'
50,17,'Energy Use','Energy Use',1.8583039242130703,'2022-08-01 01:00:00'
51,19,'Energy Use','Energy Use',3.927410220393496,'2022-08-01 01:00:00'
52,1,'Energy Use','Energy Use',19.100586628433252,'2022-08-01 02:00:00'
53,3,'Energy Use','Energy Use',11.110239631096519,'2022-08-01 02:00:00'
54,4,'Energy Use','Energy Use',11.978221713414957,'2022-08-01 02:00:00'
55,6,'Energy Use','Energy Use',7.878112268040925,'2022-08-01 02:00:00'
56,7,'Energy Use','Energy Use',12.751879116933942,'2022-08-01 02:00:00'
57,8,'Energy Use','Energy Use',23.916291774235543,'2022-08-01 02:00:00'
58,10,'Energy Use','Energy Use',11.605426656791591,'2022-08-01 02:00:00'
59,11,'Energy Use','Energy Use',10.93862418777282,'2022-08-01 02:00:00'
60,13,'Energy Use','Energy Use',34.68010515727574,'2022-08-01 02:00:00'
61,14,'Energy Use','Energy Use',3.75151249834562,'2022-08-01 02:00:00'
62,16,'Energy Use','Energy Use',1.880263284927121,'2022-08-01 02:00:00'
63,17,'Energy Use','Energy Use',3.3622529983879295,'2022-08-01 02:00:00'
64,19,'Energy Use','Energy Use',2.514143956546123,'2022-08-01 02:00:00'
65,1,'Energy Use','Energy Use',13.232555280812418,'2022-08-01 03:00:00'
66,3,'Energy Use','Energy Use',9.550860655038102,'2022-08-01 03:00:00'
67,4,'Energy Use','Energy Use',10.14796395690192,'2022-08-01 03:00:00'
68,6,'Energy Use','Energy Use',11.114545432904622,'2022-08-01 03:00:00'
69,7,'Energy Use','Energy Use',15.765792503046953,'2022-08-01 03:00:00'
70,8,'Energy Use','Energy Use',43.11697256186326,'2022-08-01 03:00:00'
71,10,'Energy Use','Energy Use',43.8085894302014,'2022-08-01 03:00:00'
72,11,'Energy Use','Energy Use',12.357082190333541,'2022-08-01 03:00:00'
73,13,'Energy Use','Energy Use',3.0426152651044185,'2022-08-01 03:00:00'
74,14,'Energy Use','Energy Use',3.296289910401849,'2022-08-01 03:00:00'
75,16,'Energy Use','Energy Use',2.9644917079074293,'2022-08-01 03:00:00'
76,17,'Energy Use','Energy Use',1.1569801400835478,'2022-08-01 03:00:00'
77,19,'Energy Use','Energy Use',2.6960594077910183,'2022-08-01 03:00:00'
78,1,'Energy Use','Energy Use',26.26782052131749,'2022-08-01 04:00:00'
79,3,'Energy Use','Energy Use',1.9225410417581033,'2022-08-01 04:00:00'
80,4,'Energy Use','Energy Use',17.62346112147589,'2022-08-01 04:00:00'
81,6,'Energy Use','Energy Use',12.708452823418408,'2022-08-01 04:00:00'
82,7,'Energy Use','Energy Use',11.521630054269558,'2022-08-01 04:00:00'
83,8,'Energy Use','Energy Use',1.6932037137301692,'2022-08-01 04:00:00'
84,10,'Energy Use','Energy Use',29.17285489884226,'2022-08-01 04:00:00'
85,11,'Energy Use','Energy Use',11.591068857544997,'2022-08-01 04:00:00'
86,13,'Energy Use','Energy Use',7.6373317104122425,'2022-08-01 04:00:00'
87,14,'Energy Use','Energy Use',2.0230767617296306,'2022-08-01 04:00:00'
88,16,'Energy Use','Energy Use',3.6272357470417136,'2022-08-01 04:00:00'
89,17,'Energy Use','Energy Use',1.0349601509477548,'2022-08-01 04:00:00'
90,19,'Energy Use','Energy Use',1.2599969071871384,'2022-08-01 04:00:00'
91,1,'Energy Use','Energy Use',21.297890776009723,'2022-08-01 05:00:00'
92,3,'Energy Use','Energy Use',12.42593450494794,'2022-08-01 05:00:00'
93,4,'Energy Use','Energy Use',9.2003340792299,'2022-08-01 05:00:00'
94,6,'Energy Use','Energy Use',17.619835534031314,'2022-08-01 05:00:00'
95,7,'Energy Use','Energy Use',16.575749860311635,'2022-08-01 05:00:00'
96,8,'Energy Use','Energy Use',15.154337015928707,'2022-08-01 05:00:00'
97,10,'Energy Use','Energy Use',29.346460760586375,'2022-08-01 05:00:00'
98,11,'Energy Use','Energy Use',26.0072782110814,'2022-08-01 05:00:00'
99,13,'Energy Use','Energy Use',32.189271328932584,'2022-08-01 05:00:00'
100,14,'Energy Use','Energy Use',3.050003876862604,'2022-08-01 05:00:00'
101,16,'Energy Use','Energy Use',3.946498651192436,'2022-08-01 05:00:00'
102,17,'Energy Use','Energy Use',3.5268316595797895,'2022-08-01 05:00:00'
103,19,'Energy Use','Energy Use',2.7456185607999446,'2022-08-01 05:00:00'
104,1,'Energy Use','Energy Use',5.597256348292038,'2022-08-01 06:00:00'
105,3,'Energy Use','Energy Use',18.3447864658617,'2022-08-01 06:00:00'
106,4,'Energy Use','Energy Use',4.386618462074161,'2022-08-01 06:00:00'
107,6,'Energy Use','Energy Use',3.372469682493184,'2022-08-01 06:00:00'
108,7,'Energy Use','Energy Use',19.5786629025613,'2022-08-01 06:00:00'
109,8,'Energy Use','Energy Use',26.280990993530693,'2022-08-01 06:00:00'
110,10,'Energy Use','Energy Use',14.34895830067581,'2022-08-01 06:00:00'
111,11,'Energy Use','Energy Use',6.770554585003948,'2022-08-01 06:00:00'
112,13,'Energy Use','Energy Use',7.29733189131005,'2022-08-01 06:00:00'
113,14,'Energy Use','Energy Use',3.5023836032179316,'2022-08-01 06:00:00'
114,16,'Energy Use','Energy Use',3.371824017213884,'2022-08-01 06:00:00'
115,17,'Energy Use','Energy Use',3.6109844226647763,'2022-08-01 06:00:00'
116,19,'Energy Use','Energy Use',2.1422122581731653,'2022-08-01 06:00:00'
117,1,'Energy Use','Energy Use',19.357902998889664,'2022-08-01 07:00:00'
118,3,'Energy Use','Energy Use',5.924376425392181,'2022-08-01 07:00:00'
119,4,'Energy Use','Energy Use',18.789906419092535,'2022-08-01 07:00:00'
120,6,'Energy Use','Energy Use',3.944145723487901,'2022-08-01 07:00:00'
121,7,'Energy Use','Energy Use',9.337752329219391,'2022-08-01 07:00:00'
122,8,'Energy Use','Energy Use',35.11817735280946,'2022-08-01 07:00:00'
